timestamp_utc,timestamp,machine_name,machine_output
2023-11-05 04:00:00+00:00,2023-11-05 00:00:00-04:00,Machine_A,103.62
2023-11-05 04:00:00+00:00,2023-11-05 00:00:00-04:00,Machine_A,102.59
2023-11-05 04:00:00+00:00,2023-11-05 00:00:00-04:00,Machine_B,104.81
2023-11-05 04:00:00+00:00,2023-11-05 00:00:00-04:00,Machine_B,101.47
2023-11-05 04:00:00+00:00,2023-11-05 00:00:00-04:00,Machine_C,100.82
2023-11-05 04:00:00+00:00,2023-11-05 00:00:00-04:00,Machine_C,98.81
2023-11-05 04:01:00+00:00,2023-11-05 00:01:00-04:00,Machine_A,99.32
2023-11-05 04:01:00+00:00,2023-11-05 00:01:00-04:00,Machine_A,102.89
2023-11-05 04:01:00+00:00,2023-11-05 00:01:00-04:00,Machine_B,99.04
2023-11-05 04:01:00+00:00,2023-11-05 00:01:00-04:00,Machine_B,101.64
2023-11-05 04:01:00+00:00,2023-11-05 00:01:00-04:00,Machine_C,102.74
2023-11-05 04:01:00+00:00,2023-11-05 00:01:00-04:00,Machine_C,97.37
2023-11-05 04:02:00+00:00,2023-11-05 00:02:00-04:00,Machine_B,99.33
2023-11-05 04:02:00+00:00,2023-11-05 00:02:00-04:00,Machine_B,100.45
2023-11-05 04:02:00+00:00,2023-11-05 00:02:00-04:00,Machine_C,103.35
2023-11-05 04:02:00+00:00,2023-11-05 00:02:00-04:00,Machine_A,98.65
2023-11-05 04:02:00+00:00,2023-11-05 00:02:00-04:00,Machine_A,101.22
2023-11-05 04:02:00+00:00,2023-11-05 00:02:00-04:00,Machine_C,101.59
2023-11-05 04:03:00+00:00,2023-11-05 00:03:00-04:00,Machine_B,98.77
2023-11-05 04:03:00+00:00,2023-11-05 00:03:00-04:00,Machine_C,102.5
2023-11-05 04:03:00+00:00,2023-11-05 00:03:00-04:00,Machine_C,99.57
2023-11-05 04:03:00+00:00,2023-11-05 00:03:00-04:00,Machine_A,95.94
2023-11-05 04:03:00+00:00,2023-11-05 00:03:00-04:00,Machine_A,97.03
2023-11-05 04:03:00+00:00,2023-11-05 00:03:00-04:00,Machine_B,102.66
2023-11-05 04:04:00+00:00,2023-11-05 00:04:00-04:00,Machine_C,104.79
2023-11-05 04:04:00+00:00,2023-11-05 00:04:00-04:00,Machine_C,104.56
2023-11-05 04:04:00+00:00,2023-11-05 00:04:00-04:00,Machine_B,97.82
2023-11-05 04:04:00+00:00,2023-11-05 00:04:00-04:00,Machine_A,96.36
2023-11-05 04:04:00+00:00,2023-11-05 00:04:00-04:00,Machine_A,97.04
2023-11-05 04:04:00+00:00,2023-11-05 00:04:00-04:00,Machine_B,96.54
2023-11-05 04:05:00+00:00,2023-11-05 00:05:00-04:00,Machine_B,95.87
2023-11-05 04:05:00+00:00,2023-11-05 00:05:00-04:00,Machine_B,96.62
2023-11-05 04:05:00+00:00,2023-11-05 00:05:00-04:00,Machine_C,101.37
2023-11-05 04:05:00+00:00,2023-11-05 00:05:00-04:00,Machine_C,95.87
2023-11-05 04:05:00+00:00,2023-11-05 00:05:00-04:00,Machine_A,102.81
2023-11-05 04:05:00+00:00,2023-11-05 00:05:00-04:00,Machine_A,99.1
2023-11-05 04:06:00+00:00,2023-11-05 00:06:00-04:00,Machine_A,101.72
2023-11-05 04:06:00+00:00,2023-11-05 00:06:00-04:00,Machine_B,97.33
2023-11-05 04:06:00+00:00,2023-11-05 00:06:00-04:00,Machine_B,95.07
2023-11-05 04:06:00+00:00,2023-11-05 00:06:00-04:00,Machine_C,96.53
2023-11-05 04:06:00+00:00,2023-11-05 00:06:00-04:00,Machine_C,103.7
2023-11-05 04:06:00+00:00,2023-11-05 00:06:00-04:00,Machine_A,103.67
2023-11-05 04:07:00+00:00,2023-11-05 00:07:00-04:00,Machine_C,103.81
2023-11-05 04:07:00+00:00,2023-11-05 00:07:00-04:00,Machine_A,103.21
2023-11-05 04:07:00+00:00,2023-11-05 00:07:00-04:00,Machine_B,102.41
2023-11-05 04:07:00+00:00,2023-11-05 00:07:00-04:00,Machine_B,104.73
2023-11-05 04:07:00+00:00,2023-11-05 00:07:00-04:00,Machine_A,104.64
2023-11-05 04:07:00+00:00,2023-11-05 00:07:00-04:00,Machine_C,95.08
2023-11-05 04:08:00+00:00,2023-11-05 00:08:00-04:00,Machine_B,98.92
2023-11-05 04:08:00+00:00,2023-11-05 00:08:00-04:00,Machine_B,104.21
2023-11-05 04:08:00+00:00,2023-11-05 00:08:00-04:00,Machine_C,102.27
2023-11-05 04:08:00+00:00,2023-11-05 00:08:00-04:00,Machine_C,97.8
2023-11-05 04:08:00+00:00,2023-11-05 00:08:00-04:00,Machine_A,98.19
2023-11-05 04:08:00+00:00,2023-11-05 00:08:00-04:00,Machine_A,95.28
2023-11-05 04:09:00+00:00,2023-11-05 00:09:00-04:00,Machine_A,97.71
2023-11-05 04:09:00+00:00,2023-11-05 00:09:00-04:00,Machine_A,99.8
2023-11-05 04:09:00+00:00,2023-11-05 00:09:00-04:00,Machine_B,99.53
2023-11-05 04:09:00+00:00,2023-11-05 00:09:00-04:00,Machine_B,97.89
2023-11-05 04:09:00+00:00,2023-11-05 00:09:00-04:00,Machine_C,98.14
2023-11-05 04:09:00+00:00,2023-11-05 00:09:00-04:00,Machine_C,96.11
2023-11-05 04:10:00+00:00,2023-11-05 00:10:00-04:00,Machine_B,95.5
2023-11-05 04:10:00+00:00,2023-11-05 00:10:00-04:00,Machine_B,98.5
2023-11-05 04:10:00+00:00,2023-11-05 00:10:00-04:00,Machine_C,99.89
2023-11-05 04:10:00+00:00,2023-11-05 00:10:00-04:00,Machine_C,101.33
2023-11-05 04:10:00+00:00,2023-11-05 00:10:00-04:00,Machine_A,98.8
2023-11-05 04:10:00+00:00,2023-11-05 00:10:00-04:00,Machine_A,103.97
2023-11-05 04:11:00+00:00,2023-11-05 00:11:00-04:00,Machine_C,104.06
2023-11-05 04:11:00+00:00,2023-11-05 00:11:00-04:00,Machine_A,102.51
2023-11-05 04:11:00+00:00,2023-11-05 00:11:00-04:00,Machine_A,100.45
2023-11-05 04:11:00+00:00,2023-11-05 00:11:00-04:00,Machine_B,101.01
2023-11-05 04:11:00+00:00,2023-11-05 00:11:00-04:00,Machine_C,99.25
2023-11-05 04:11:00+00:00,2023-11-05 00:11:00-04:00,Machine_B,98.56
2023-11-05 04:12:00+00:00,2023-11-05 00:12:00-04:00,Machine_A,100.25
2023-11-05 04:12:00+00:00,2023-11-05 00:12:00-04:00,Machine_A,96.65
2023-11-05 04:12:00+00:00,2023-11-05 00:12:00-04:00,Machine_B,98.94
2023-11-05 04:12:00+00:00,2023-11-05 00:12:00-04:00,Machine_B,102.94
2023-11-05 04:12:00+00:00,2023-11-05 00:12:00-04:00,Machine_C,100.47
2023-11-05 04:12:00+00:00,2023-11-05 00:12:00-04:00,Machine_C,98.3
2023-11-05 04:13:00+00:00,2023-11-05 00:13:00-04:00,Machine_A,96.71
2023-11-05 04:13:00+00:00,2023-11-05 00:13:00-04:00,Machine_B,97.5
2023-11-05 04:13:00+00:00,2023-11-05 00:13:00-04:00,Machine_B,96.96
2023-11-05 04:13:00+00:00,2023-11-05 00:13:00-04:00,Machine_C,101.23
2023-11-05 04:13:00+00:00,2023-11-05 00:13:00-04:00,Machine_C,95.17
2023-11-05 04:13:00+00:00,2023-11-05 00:13:00-04:00,Machine_A,98.07
2023-11-05 04:14:00+00:00,2023-11-05 00:14:00-04:00,Machine_A,97.59
2023-11-05 04:14:00+00:00,2023-11-05 00:14:00-04:00,Machine_B,100.13
2023-11-05 04:14:00+00:00,2023-11-05 00:14:00-04:00,Machine_B,104.84
2023-11-05 04:14:00+00:00,2023-11-05 00:14:00-04:00,Machine_C,96.57
2023-11-05 04:14:00+00:00,2023-11-05 00:14:00-04:00,Machine_C,96.36
2023-11-05 04:14:00+00:00,2023-11-05 00:14:00-04:00,Machine_A,104.35
2023-11-05 04:15:00+00:00,2023-11-05 00:15:00-04:00,Machine_B,98.07
2023-11-05 04:15:00+00:00,2023-11-05 00:15:00-04:00,Machine_A,101.35
2023-11-05 04:15:00+00:00,2023-11-05 00:15:00-04:00,Machine_C,103.81
2023-11-05 04:15:00+00:00,2023-11-05 00:15:00-04:00,Machine_C,99.96
2023-11-05 04:15:00+00:00,2023-11-05 00:15:00-04:00,Machine_A,97.91
2023-11-05 04:15:00+00:00,2023-11-05 00:15:00-04:00,Machine_B,98.99
2023-11-05 04:16:00+00:00,2023-11-05 00:16:00-04:00,Machine_C,97.79
2023-11-05 04:16:00+00:00,2023-11-05 00:16:00-04:00,Machine_C,99.44
2023-11-05 04:16:00+00:00,2023-11-05 00:16:00-04:00,Machine_B,97.68
2023-11-05 04:16:00+00:00,2023-11-05 00:16:00-04:00,Machine_A,97.81
2023-11-05 04:16:00+00:00,2023-11-05 00:16:00-04:00,Machine_B,102.27
2023-11-05 04:16:00+00:00,2023-11-05 00:16:00-04:00,Machine_A,104.68
2023-11-05 04:17:00+00:00,2023-11-05 00:17:00-04:00,Machine_C,101.04
2023-11-05 04:17:00+00:00,2023-11-05 00:17:00-04:00,Machine_C,98.85
2023-11-05 04:17:00+00:00,2023-11-05 00:17:00-04:00,Machine_A,97.49
2023-11-05 04:17:00+00:00,2023-11-05 00:17:00-04:00,Machine_A,103.99
2023-11-05 04:17:00+00:00,2023-11-05 00:17:00-04:00,Machine_B,103.71
2023-11-05 04:17:00+00:00,2023-11-05 00:17:00-04:00,Machine_B,101.01
2023-11-05 04:18:00+00:00,2023-11-05 00:18:00-04:00,Machine_A,96.36
2023-11-05 04:18:00+00:00,2023-11-05 00:18:00-04:00,Machine_C,99.09
2023-11-05 04:18:00+00:00,2023-11-05 00:18:00-04:00,Machine_A,102.94
2023-11-05 04:18:00+00:00,2023-11-05 00:18:00-04:00,Machine_B,104.93
2023-11-05 04:18:00+00:00,2023-11-05 00:18:00-04:00,Machine_B,101.03
2023-11-05 04:18:00+00:00,2023-11-05 00:18:00-04:00,Machine_C,95.99
2023-11-05 04:19:00+00:00,2023-11-05 00:19:00-04:00,Machine_C,99.92
2023-11-05 04:19:00+00:00,2023-11-05 00:19:00-04:00,Machine_C,102.01
2023-11-05 04:19:00+00:00,2023-11-05 00:19:00-04:00,Machine_A,99.54
2023-11-05 04:19:00+00:00,2023-11-05 00:19:00-04:00,Machine_B,100.61
2023-11-05 04:19:00+00:00,2023-11-05 00:19:00-04:00,Machine_B,99.88
2023-11-05 04:19:00+00:00,2023-11-05 00:19:00-04:00,Machine_A,102.8
2023-11-05 04:20:00+00:00,2023-11-05 00:20:00-04:00,Machine_C,97.13
2023-11-05 04:20:00+00:00,2023-11-05 00:20:00-04:00,Machine_C,99.91
2023-11-05 04:20:00+00:00,2023-11-05 00:20:00-04:00,Machine_A,103.02
2023-11-05 04:20:00+00:00,2023-11-05 00:20:00-04:00,Machine_B,101.36
2023-11-05 04:20:00+00:00,2023-11-05 00:20:00-04:00,Machine_B,101.53
2023-11-05 04:20:00+00:00,2023-11-05 00:20:00-04:00,Machine_A,96.65
2023-11-05 04:21:00+00:00,2023-11-05 00:21:00-04:00,Machine_C,104.67
2023-11-05 04:21:00+00:00,2023-11-05 00:21:00-04:00,Machine_A,101.45
2023-11-05 04:21:00+00:00,2023-11-05 00:21:00-04:00,Machine_A,98.53
2023-11-05 04:21:00+00:00,2023-11-05 00:21:00-04:00,Machine_B,95.96
2023-11-05 04:21:00+00:00,2023-11-05 00:21:00-04:00,Machine_B,98.85
2023-11-05 04:21:00+00:00,2023-11-05 00:21:00-04:00,Machine_C,98.98
2023-11-05 04:22:00+00:00,2023-11-05 00:22:00-04:00,Machine_C,95.61
2023-11-05 04:22:00+00:00,2023-11-05 00:22:00-04:00,Machine_C,103.81
2023-11-05 04:22:00+00:00,2023-11-05 00:22:00-04:00,Machine_A,102.1
2023-11-05 04:22:00+00:00,2023-11-05 00:22:00-04:00,Machine_A,96.63
2023-11-05 04:22:00+00:00,2023-11-05 00:22:00-04:00,Machine_B,100.73
2023-11-05 04:22:00+00:00,2023-11-05 00:22:00-04:00,Machine_B,100.64
2023-11-05 04:23:00+00:00,2023-11-05 00:23:00-04:00,Machine_A,97.43
2023-11-05 04:23:00+00:00,2023-11-05 00:23:00-04:00,Machine_C,98.05
2023-11-05 04:23:00+00:00,2023-11-05 00:23:00-04:00,Machine_C,98.37
2023-11-05 04:23:00+00:00,2023-11-05 00:23:00-04:00,Machine_B,103.1
2023-11-05 04:23:00+00:00,2023-11-05 00:23:00-04:00,Machine_B,98.8
2023-11-05 04:23:00+00:00,2023-11-05 00:23:00-04:00,Machine_A,98.38
2023-11-05 04:24:00+00:00,2023-11-05 00:24:00-04:00,Machine_C,95.17
2023-11-05 04:24:00+00:00,2023-11-05 00:24:00-04:00,Machine_C,100.4
2023-11-05 04:24:00+00:00,2023-11-05 00:24:00-04:00,Machine_B,100.39
2023-11-05 04:24:00+00:00,2023-11-05 00:24:00-04:00,Machine_B,95.54
2023-11-05 04:24:00+00:00,2023-11-05 00:24:00-04:00,Machine_A,96.29
2023-11-05 04:24:00+00:00,2023-11-05 00:24:00-04:00,Machine_A,95.03
2023-11-05 04:25:00+00:00,2023-11-05 00:25:00-04:00,Machine_C,104.29
2023-11-05 04:25:00+00:00,2023-11-05 00:25:00-04:00,Machine_A,96.89
2023-11-05 04:25:00+00:00,2023-11-05 00:25:00-04:00,Machine_A,101.59
2023-11-05 04:25:00+00:00,2023-11-05 00:25:00-04:00,Machine_C,104.12
2023-11-05 04:25:00+00:00,2023-11-05 00:25:00-04:00,Machine_B,101.69
2023-11-05 04:25:00+00:00,2023-11-05 00:25:00-04:00,Machine_B,99.6
2023-11-05 04:26:00+00:00,2023-11-05 00:26:00-04:00,Machine_B,96.38
2023-11-05 04:26:00+00:00,2023-11-05 00:26:00-04:00,Machine_C,95.59
2023-11-05 04:26:00+00:00,2023-11-05 00:26:00-04:00,Machine_C,95.97
2023-11-05 04:26:00+00:00,2023-11-05 00:26:00-04:00,Machine_A,102.98
2023-11-05 04:26:00+00:00,2023-11-05 00:26:00-04:00,Machine_A,103.13
2023-11-05 04:26:00+00:00,2023-11-05 00:26:00-04:00,Machine_B,102.23
2023-11-05 04:27:00+00:00,2023-11-05 00:27:00-04:00,Machine_A,100.46
2023-11-05 04:27:00+00:00,2023-11-05 00:27:00-04:00,Machine_A,96.45
2023-11-05 04:27:00+00:00,2023-11-05 00:27:00-04:00,Machine_C,100.29
2023-11-05 04:27:00+00:00,2023-11-05 00:27:00-04:00,Machine_C,101.55
2023-11-05 04:27:00+00:00,2023-11-05 00:27:00-04:00,Machine_B,95.99
2023-11-05 04:27:00+00:00,2023-11-05 00:27:00-04:00,Machine_B,104.34
2023-11-05 04:28:00+00:00,2023-11-05 00:28:00-04:00,Machine_B,104.91
2023-11-05 04:28:00+00:00,2023-11-05 00:28:00-04:00,Machine_B,101.9
2023-11-05 04:28:00+00:00,2023-11-05 00:28:00-04:00,Machine_C,98.11
2023-11-05 04:28:00+00:00,2023-11-05 00:28:00-04:00,Machine_C,101.36
2023-11-05 04:28:00+00:00,2023-11-05 00:28:00-04:00,Machine_A,101.48
2023-11-05 04:28:00+00:00,2023-11-05 00:28:00-04:00,Machine_A,98.94
2023-11-05 04:29:00+00:00,2023-11-05 00:29:00-04:00,Machine_B,95.56
2023-11-05 04:29:00+00:00,2023-11-05 00:29:00-04:00,Machine_C,95.88
2023-11-05 04:29:00+00:00,2023-11-05 00:29:00-04:00,Machine_C,104.02
2023-11-05 04:29:00+00:00,2023-11-05 00:29:00-04:00,Machine_A,96.74
2023-11-05 04:29:00+00:00,2023-11-05 00:29:00-04:00,Machine_A,98.9
2023-11-05 04:29:00+00:00,2023-11-05 00:29:00-04:00,Machine_B,102.51
2023-11-05 04:30:00+00:00,2023-11-05 00:30:00-04:00,Machine_C,98.08
2023-11-05 04:30:00+00:00,2023-11-05 00:30:00-04:00,Machine_C,100.63
2023-11-05 04:30:00+00:00,2023-11-05 00:30:00-04:00,Machine_A,97.8
2023-11-05 04:30:00+00:00,2023-11-05 00:30:00-04:00,Machine_B,96.18
2023-11-05 04:30:00+00:00,2023-11-05 00:30:00-04:00,Machine_B,99.95
2023-11-05 04:30:00+00:00,2023-11-05 00:30:00-04:00,Machine_A,103.58
2023-11-05 04:31:00+00:00,2023-11-05 00:31:00-04:00,Machine_A,95.74
2023-11-05 04:31:00+00:00,2023-11-05 00:31:00-04:00,Machine_A,104.04
2023-11-05 04:31:00+00:00,2023-11-05 00:31:00-04:00,Machine_B,102.86
2023-11-05 04:31:00+00:00,2023-11-05 00:31:00-04:00,Machine_B,101.82
2023-11-05 04:31:00+00:00,2023-11-05 00:31:00-04:00,Machine_C,99.89
2023-11-05 04:31:00+00:00,2023-11-05 00:31:00-04:00,Machine_C,99.82
2023-11-05 04:32:00+00:00,2023-11-05 00:32:00-04:00,Machine_B,99.2
